site,date,number,genID,finalPlantID
MM,80112,60,long tongued fly,Potentilla hippiana
MM,80112,61,short tongued bee,Potentilla hippiana
MM,80112,62,short tongued bee,Potentilla hippiana
MM,80112,191,long tongued bee,Potentilla hippiana
MM,80112,192,wasp,Potentilla hippiana
MM,80112,193,short tongued fly,Potentilla hippiana
MM,80112,194,long tongued bee,Potentilla hippiana
MM,80112,195,short tongued fly,Potentilla hippiana
MM,80112,196,short tongued bee,Potentilla hippiana
MM,80112,243,short tongued fly,Potentilla hippiana
MM,80212,79,short tongued fly,Potentilla hippiana
MM,80212,80,long tongued bee,Potentilla hippiana
MM,80212,81,short tongued fly,Potentilla hippiana
MM,80212,82,long tongued bee,Potentilla hippiana
MM,80212,83,short tongued fly,Potentilla hippiana
MM,80212,84,short tongued fly,Potentilla hippiana
MM,80212,85,short tongued fly,Potentilla hippiana
MM,80212,194,long tongued fly,Potentilla hippiana
MM,80212,195,wasp,Potentilla hippiana
MM,80212,196,wasp,Potentilla hippiana
MM,80212,197,long tongued fly,Potentilla hippiana
MM,80212,198,long tongued bee,Potentilla hippiana
MM,80212,260,long tongued bee,Potentilla hippiana
MM,80212,261,short tongued fly,Potentilla hippiana
MM,80212,262,short tongued fly,Potentilla hippiana
MM,80212,263,long tongued bee,Potentilla hippiana
MM,80212,264,short tongued fly,Potentilla hippiana
MM,80212,265,short tongued fly,Potentilla hippiana
MM,80212,266,short tongued fly,Potentilla hippiana
MM,80212,267,long tongued bee,Potentilla hippiana
MM,80212,268,wasp,Potentilla hippiana
MM,80212,269,short tongued fly,Potentilla hippiana
MM,80212,270,short tongued fly,Potentilla hippiana
MM,80212,322,butterfly,Potentilla hippiana
MM,80312,70,long tongued bee,Potentilla hippiana
MM,80312,71,long tongued bee,Potentilla hippiana
MM,80312,72,long tongued bee,Potentilla hippiana
MM,80312,73,short tongued fly,Potentilla hippiana
MM,80312,74,short tongued fly,Potentilla hippiana
MM,80312,75,short tongued fly,Potentilla hippiana
MM,80312,76,long tongued fly,Potentilla hippiana
MM,80312,77,long tongued fly,Potentilla hippiana
MM,80312,197,wasp,Potentilla hippiana
MM,80312,198,wasp,Potentilla hippiana
MM,80312,199,wasp,Potentilla hippiana
MM,80412,57,short tongued fly,Potentilla hippiana
MM,80412,58,long tongued bee,Potentilla hippiana
MM,80412,59,long tongued bee,Potentilla hippiana
MM,80412,60,wasp,Potentilla hippiana
MM,80412,61,short tongued fly,Potentilla hippiana
MM,80412,62,long tongued bee,Potentilla hippiana
MM,80412,63,short tongued fly,Potentilla hippiana
MM,80412,214,long tongued bee,Potentilla hippiana
MM,80412,215,long tongued bee,Potentilla hippiana
MM,80412,216,wasp,Potentilla hippiana
PL,81012,303,butterfly,Prunella vulgaris
PL,81212,121,long tongued bee,Prunella vulgaris
PL,81212,122,long tongued bee,Prunella vulgaris
PL,81312,29,long tongued bee,Prunella vulgaris
CH,81812,2,short tongued fly,Psacalium decompositum
CH,81812,3,short tongued fly,Psacalium decompositum
CH,81812,4,short tongued fly,Psacalium decompositum
CH,81812,5,beetle,Psacalium decompositum
CH,81812,6,short tongued fly,Psacalium decompositum
CH,81812,14,wasp,Psacalium decompositum
CH,81812,15,wasp,Psacalium decompositum
CH,81812,16,long tongued bee,Psacalium decompositum
CH,81812,17,short tongued fly,Psacalium decompositum
CH,81812,19,short tongued fly,Psacalium decompositum
CH,81812,20,butterfly,Psacalium decompositum
CH,81912,14,short tongued fly,Psacalium decompositum
CH,82012,5,wasp,Psacalium decompositum
CH,82012,6,wasp,Psacalium decompositum
CH,82012,7,short tongued fly,Psacalium decompositum
CH,82012,8,wasp,Psacalium decompositum
CH,82012,9,long tongued bee,Psacalium decompositum
CH,82012,10,long tongued bee,Psacalium decompositum
CH,82012,11,long tongued bee,Psacalium decompositum
CH,82012,12,wasp,Psacalium decompositum
CH,82012,13,short tongued fly,Psacalium decompositum
CH,82012,14,long tongued fly,Psacalium decompositum
CH,82012,15,short tongued fly,Psacalium decompositum
CH,82012,16,short tongued fly,Psacalium decompositum
CH,82012,17,short tongued fly,Psacalium decompositum
CH,82012,18,wasp,Psacalium decompositum
CH,82012,19,wasp,Psacalium decompositum
CH,82012,20,wasp,Psacalium decompositum
CH,82012,21,wasp,Psacalium decompositum
CH,82012,73,wasp,Psacalium decompositum
CH,82012,74,wasp,Psacalium decompositum
CH,82012,75,short tongued fly,Psacalium decompositum
CH,82012,76,wasp,Psacalium decompositum
CH,82012,77,short tongued fly,Psacalium decompositum
CH,82012,78,wasp,Psacalium decompositum
CH,82012,79,wasp,Psacalium decompositum
CH,82012,80,wasp,Psacalium decompositum
CH,82012,81,wasp,Psacalium decompositum
CH,82012,82,short tongued fly,Psacalium decompositum
CH,82012,83,wasp,Psacalium decompositum
CH,82012,84,long tongued fly,Psacalium decompositum
CH,82012,85,long tongued bee,Psacalium decompositum
CH,82012,86,long tongued bee,Psacalium decompositum
CH,82012,87,long tongued bee,Psacalium decompositum
CH,82012,88,long tongued bee,Psacalium decompositum
CH,82012,89,long tongued bee,Psacalium decompositum
CH,82012,90,short tongued bee,Psacalium decompositum
CH,82012,91,wasp,Psacalium decompositum
CH,82012,92,wasp,Psacalium decompositum
CH,82012,93,wasp,Psacalium decompositum
CH,82012,94,short tongued fly,Psacalium decompositum
CH,82012,95,wasp,Psacalium decompositum
CH,82012,96,short tongued fly,Psacalium decompositum
CH,82012,97,wasp,Psacalium decompositum
CH,82012,98,short tongued fly,Psacalium decompositum
CH,82012,99,short tongued fly,Psacalium decompositum
CH,82012,100,long tongued fly,Psacalium decompositum
CH,82012,101,wasp,Psacalium decompositum
CH,82012,102,short tongued fly,Psacalium decompositum
CH,82012,103,short tongued fly,Psacalium decompositum
CH,82012,104,long tongued fly,Psacalium decompositum
CH,82012,105,short tongued fly,Psacalium decompositum
CH,82012,106,short tongued fly,Psacalium decompositum
CH,82012,121,wasp,Psacalium decompositum
CH,82012,122,short tongued fly,Psacalium decompositum
CH,82012,123,wasp,Psacalium decompositum
CH,82012,144,wasp,Psacalium decompositum
CH,82012,145,wasp,Psacalium decompositum
CH,82012,146,short tongued fly,Psacalium decompositum
CH,82012,147,wasp,Psacalium decompositum
CH,82012,148,short tongued fly,Psacalium decompositum
CH,82012,149,short tongued fly,Psacalium decompositum
CH,82012,150,wasp,Psacalium decompositum
CH,82012,151,short tongued fly,Psacalium decompositum
CH,82012,153,wasp,Psacalium decompositum
CH,82012,154,short tongued fly,Psacalium decompositum
CH,82012,155,wasp,Psacalium decompositum
CH,82012,156,long tongued bee,Psacalium decompositum
CH,82012,157,long tongued bee,Psacalium decompositum
CH,82012,158,long tongued bee,Psacalium decompositum
CH,82012,159,long tongued bee,Psacalium decompositum
CH,82012,160,long tongued bee,Psacalium decompositum
CH,82012,161,short tongued fly,Psacalium decompositum
CH,82012,162,wasp,Psacalium decompositum
CH,82012,163,butterfly,Psacalium decompositum
CH,82012,164,butterfly,Psacalium decompositum
CH,82012,165,butterfly,Psacalium decompositum
CH,82012,166,butterfly,Psacalium decompositum
CH,82012,167,butterfly,Psacalium decompositum
CH,82012,192,butterfly,Psacalium decompositum
CH,82012,195,butterfly,Psacalium decompositum
CH,82012,198,butterfly,Psacalium decompositum
CH,82012,202,wasp,Psacalium decompositum
CH,82012,203,long tongued bee,Psacalium decompositum
CH,82012,204,long tongued bee,Psacalium decompositum
CH,82012,205,long tongued bee,Psacalium decompositum
CH,82012,206,long tongued bee,Psacalium decompositum
CH,82012,207,long tongued bee,Psacalium decompositum
CH,82112,1,wasp,Psacalium decompositum
CH,82112,2,wasp,Psacalium decompositum
CH,82112,3,wasp,Psacalium decompositum
CH,82112,4,short tongued bee,Psacalium decompositum
CH,82112,5,short tongued fly,Psacalium decompositum
CH,82112,6,short tongued fly,Psacalium decompositum
CH,82112,7,short tongued bee,Psacalium decompositum
CH,82112,8,short tongued bee,Psacalium decompositum
CH,82112,9,short tongued bee,Psacalium decompositum
CH,82112,10,long tongued bee,Psacalium decompositum
CH,82112,11,long tongued bee,Psacalium decompositum
CH,82112,12,long tongued bee,Psacalium decompositum
CH,82112,13,long tongued bee,Psacalium decompositum
CH,82112,14,wasp,Psacalium decompositum
CH,82112,15,short tongued fly,Psacalium decompositum
CH,82112,16,short tongued fly,Psacalium decompositum
CH,82112,17,wasp,Psacalium decompositum
CH,82112,18,wasp,Psacalium decompositum
CH,82112,19,wasp,Psacalium decompositum
CH,82112,70,short tongued fly,Psacalium decompositum
CH,82112,76,wasp,Psacalium decompositum
CH,82112,77,wasp,Psacalium decompositum
CH,82112,78,wasp,Psacalium decompositum
CH,82112,79,short tongued bee,Psacalium decompositum
CH,82112,80,long tongued bee,Psacalium decompositum
CH,82112,81,short tongued fly,Psacalium decompositum
CH,82112,82,short tongued fly,Psacalium decompositum
CH,82112,95,wasp,Psacalium decompositum
CH,82112,96,wasp,Psacalium decompositum
CH,82112,97,short tongued fly,Psacalium decompositum
CH,82112,98,short tongued fly,Psacalium decompositum
CH,82112,99,short tongued fly,Psacalium decompositum
CH,82112,100,short tongued fly,Psacalium decompositum
CH,82112,101,short tongued fly,Psacalium decompositum
CH,82112,102,wasp,Psacalium decompositum
CH,82112,103,wasp,Psacalium decompositum
CH,82112,149,long tongued bee,Psacalium decompositum
CH,82112,150,long tongued bee,Psacalium decompositum
CH,82112,151,long tongued bee,Psacalium decompositum
CH,82112,152,long tongued bee,Psacalium decompositum
CH,82112,159,long tongued bee,Psacalium decompositum
CH,82112,160,long tongued bee,Psacalium decompositum
CH,82112,161,long tongued bee,Psacalium decompositum
CH,82112,162,long tongued bee,Psacalium decompositum
CH,82112,163,long tongued bee,Psacalium decompositum
CH,82112,164,long tongued bee,Psacalium decompositum
CH,82112,165,wasp,Psacalium decompositum
CH,82112,166,short tongued fly,Psacalium decompositum
CH,82112,167,wasp,Psacalium decompositum
CH,82112,168,short tongued fly,Psacalium decompositum
CH,82112,169,wasp,Psacalium decompositum
CH,82112,170,long tongued bee,Psacalium decompositum
CH,82112,171,short tongued fly,Psacalium decompositum
CH,82112,172,wasp,Psacalium decompositum
CH,82112,184,butterfly,Psacalium decompositum
CH,82112,208,butterfly,Psacalium decompositum
CH,82212,14,long tongued bee,Psacalium decompositum
CH,82212,15,long tongued bee,Psacalium decompositum
CH,82212,16,long tongued bee,Psacalium decompositum
CH,82212,17,short tongued fly,Psacalium decompositum
CH,82212,18,wasp,Psacalium decompositum
CH,82212,19,short tongued fly,Psacalium decompositum
CH,82212,20,wasp,Psacalium decompositum
CH,82212,21,long tongued bee,Psacalium decompositum
CH,82212,22,long tongued bee,Psacalium decompositum
CH,82212,23,beetle,Psacalium decompositum
CH,82212,24,short tongued fly,Psacalium decompositum
CH,82212,25,long tongued bee,Psacalium decompositum
CH,82212,26,short tongued fly,Psacalium decompositum
CH,82212,27,short tongued fly,Psacalium decompositum
CH,82212,44,short tongued fly,Psacalium decompositum
CH,82212,49,short tongued fly,Psacalium decompositum
CH,82212,50,short tongued fly,Psacalium decompositum
CH,82212,51,short tongued fly,Psacalium decompositum
CH,82212,52,short tongued fly,Psacalium decompositum
CH,82212,53,short tongued fly,Psacalium decompositum
CH,82212,54,short tongued fly,Psacalium decompositum
CH,82212,55,short tongued fly,Psacalium decompositum
CH,82212,56,short tongued fly,Psacalium decompositum
CH,82212,57,long tongued bee,Psacalium decompositum
CH,82212,58,long tongued bee,Psacalium decompositum
CH,82212,59,short tongued fly,Psacalium decompositum
JC,71612,89,long tongued bee,Rudbeckia hirta
PL,80912,88,short tongued fly,Senecio bigelovii
PL,80912,89,short tongued fly,Senecio bigelovii
PL,80912,90,short tongued fly,Senecio bigelovii
PL,80912,91,short tongued fly,Senecio bigelovii
PL,80912,92,short tongued fly,Senecio bigelovii
PL,80912,93,short tongued fly,Senecio bigelovii
PL,80912,94,short tongued fly,Senecio bigelovii
PL,81112,95,short tongued fly,Senecio bigelovii
PL,81112,96,short tongued fly,Senecio bigelovii
PL,81112,97,short tongued fly,Senecio bigelovii
PL,81112,98,short tongued fly,Senecio bigelovii
PL,81112,99,short tongued fly,Senecio bigelovii
PL,81112,100,short tongued fly,Senecio bigelovii
PL,81112,101,short tongued fly,Senecio bigelovii
PL,81112,102,short tongued fly,Senecio bigelovii
PL,81112,116,short tongued fly,Senecio bigelovii
PL,81112,117,short tongued fly,Senecio bigelovii
PL,81112,118,short tongued fly,Senecio bigelovii
PL,81112,119,short tongued fly,Senecio bigelovii
PL,81112,120,short tongued fly,Senecio bigelovii
PL,81112,121,short tongued fly,Senecio bigelovii
PL,81112,122,short tongued fly,Senecio bigelovii
PL,81112,123,short tongued fly,Senecio bigelovii
PL,81112,124,short tongued fly,Senecio bigelovii
PL,81112,125,short tongued fly,Senecio bigelovii
PL,81112,126,short tongued fly,Senecio bigelovii
PL,81112,359,short tongued fly,Senecio bigelovii
PL,81112,360,short tongued fly,Senecio bigelovii
PL,81112,361,short tongued fly,Senecio bigelovii
PL,81112,362,short tongued fly,Senecio bigelovii
PL,81112,363,short tongued fly,Senecio bigelovii
PL,81112,364,short tongued fly,Senecio bigelovii
PL,81112,365,short tongued fly,Senecio bigelovii
PL,81112,366,short tongued fly,Senecio bigelovii
PL,81112,367,short tongued fly,Senecio bigelovii
PL,81112,368,short tongued fly,Senecio bigelovii
PL,81112,369,short tongued fly,Senecio bigelovii
PL,81112,370,short tongued fly,Senecio bigelovii
PL,81112,371,short tongued fly,Senecio bigelovii
PL,81112,372,short tongued fly,Senecio bigelovii
PL,81112,373,short tongued fly,Senecio bigelovii
PL,81112,374,short tongued fly,Senecio bigelovii
PL,81112,375,short tongued fly,Senecio bigelovii
PL,81112,376,short tongued fly,Senecio bigelovii
PL,81112,377,short tongued fly,Senecio bigelovii
PL,81212,225,short tongued fly,Senecio bigelovii
PL,81212,226,short tongued fly,Senecio bigelovii
PL,81212,404,short tongued fly,Senecio bigelovii
PL,81212,405,short tongued fly,Senecio bigelovii
PL,81212,406,short tongued fly,Senecio bigelovii
PL,81212,407,short tongued fly,Senecio bigelovii
PL,81212,408,short tongued fly,Senecio bigelovii
PL,81212,409,short tongued fly,Senecio bigelovii
PL,81212,410,short tongued fly,Senecio bigelovii
PL,81212,411,short tongued fly,Senecio bigelovii
PL,81312,372,short tongued fly,Senecio bigelovii
PL,81312,373,short tongued fly,Senecio bigelovii
PL,81312,374,short tongued fly,Senecio bigelovii
PL,81312,375,short tongued fly,Senecio bigelovii
PL,81312,376,short tongued fly,Senecio bigelovii
PL,81312,377,short tongued fly,Senecio bigelovii
PL,81312,378,short tongued fly,Senecio bigelovii
PL,81312,379,short tongued fly,Senecio bigelovii
PL,81312,380,short tongued fly,Senecio bigelovii
PL,81312,381,short tongued fly,Senecio bigelovii
PL,81312,382,short tongued fly,Senecio bigelovii
PL,81312,383,short tongued fly,Senecio bigelovii
PL,81312,384,short tongued fly,Senecio bigelovii
PL,81312,385,short tongued fly,Senecio bigelovii
PL,81312,386,short tongued fly,Senecio bigelovii
PL,81312,387,short tongued fly,Senecio bigelovii
PL,81312,388,short tongued fly,Senecio bigelovii
PL,81312,389,short tongued fly,Senecio bigelovii
PL,81312,390,short tongued fly,Senecio bigelovii
JC,71212,36,long tongued bee,Senecio eremophilus
JC,71212,77,long tongued bee,Senecio eremophilus
JC,71412,90,long tongued bee,Senecio eremophilus
JC,71412,91,short tongued bee,Senecio eremophilus
JC,71412,92,short tongued bee,Senecio eremophilus
JC,71512,1,moth,Senecio eremophilus
JC,71512,71,long tongued bee,Senecio eremophilus
JC,71512,72,long tongued bee,Senecio eremophilus
JC,71612,14,moth,Senecio eremophilus
JC,71612,27,long tongued bee,Senecio eremophilus
JC,71612,69,wasp,Senecio eremophilus
JC,71612,70,short tongued fly,Senecio eremophilus
JC,71612,71,long tongued bee,Senecio eremophilus
JC,71712,7,butterfly,Senecio eremophilus
CH,82012,58,short tongued fly,Senecio eremophilus
CH,82012,180,long tongued bee,Senecio eremophilus
CH,82012,191,butterfly,Senecio eremophilus
CH,82112,83,long tongued bee,Senecio eremophilus
CH,82112,120,long tongued bee,Senecio eremophilus
CH,82112,181,long tongued bee,Senecio eremophilus
PL,81012,154,short tongued fly,Sisyrinchium longipes
SC,72012,1,short tongued fly,Solidago multiradiata
SC,72012,2,short tongued fly,Solidago multiradiata
SC,72012,3,short tongued fly,Solidago multiradiata
SC,72012,4,short tongued fly,Solidago multiradiata
SC,72012,5,short tongued fly,Solidago multiradiata
SC,72012,6,short tongued fly,Solidago multiradiata
SC,72012,7,short tongued fly,Solidago multiradiata
SC,72012,8,short tongued fly,Solidago multiradiata
SC,72012,9,short tongued fly,Solidago multiradiata
SC,72012,10,short tongued fly,Solidago multiradiata
SC,72012,11,short tongued fly,Solidago multiradiata
SC,72012,12,short tongued bee,Solidago multiradiata
SC,72012,13,short tongued bee,Solidago multiradiata
SC,72012,14,short tongued bee,Solidago multiradiata
SC,72012,15,short tongued bee,Solidago multiradiata
SC,72012,16,short tongued bee,Solidago multiradiata
SC,72012,17,short tongued bee,Solidago multiradiata
SC,72012,18,short tongued bee,Solidago multiradiata
SC,72012,19,short tongued bee,Solidago multiradiata
SC,72012,20,short tongued bee,Solidago multiradiata
SC,72012,21,short tongued bee,Solidago multiradiata
SC,72012,22,short tongued bee,Solidago multiradiata
SC,72012,23,short tongued bee,Solidago multiradiata
SC,72012,24,short tongued bee,Solidago multiradiata
SC,72012,25,short tongued bee,Solidago multiradiata
SC,72012,26,short tongued bee,Solidago multiradiata
SC,72012,27,short tongued bee,Solidago multiradiata
SC,72012,28,short tongued bee,Solidago multiradiata
SC,72012,29,short tongued bee,Solidago multiradiata
SC,72012,30,short tongued bee,Solidago multiradiata
SC,72012,31,short tongued bee,Solidago multiradiata
SC,72012,32,short tongued bee,Solidago multiradiata
SC,72012,33,short tongued bee,Solidago multiradiata
SC,72012,34,short tongued bee,Solidago multiradiata
SC,72012,35,short tongued bee,Solidago multiradiata
SC,72012,36,short tongued bee,Solidago multiradiata
SC,72012,37,short tongued bee,Solidago multiradiata
SC,72012,38,short tongued bee,Solidago multiradiata
SC,72012,39,short tongued bee,Solidago multiradiata
SC,72012,40,short tongued bee,Solidago multiradiata
SC,72012,41,short tongued bee,Solidago multiradiata
SC,72012,42,short tongued bee,Solidago multiradiata
SC,72012,43,wasp,Solidago multiradiata
SC,72012,44,wasp,Solidago multiradiata
SC,72012,45,wasp,Solidago multiradiata
SC,72012,46,short tongued bee,Solidago multiradiata
SC,72012,47,short tongued bee,Solidago multiradiata
SC,72012,48,short tongued bee,Solidago multiradiata
SC,72012,49,short tongued bee,Solidago multiradiata
SC,72012,50,short tongued bee,Solidago multiradiata
SC,72012,51,short tongued bee,Solidago multiradiata
SC,72012,52,short tongued bee,Solidago multiradiata
SC,72012,53,short tongued bee,Solidago multiradiata
SC,72012,54,short tongued bee,Solidago multiradiata
SC,72012,55,short tongued bee,Solidago multiradiata
SC,72012,56,short tongued bee,Solidago multiradiata
SC,72012,57,short tongued bee,Solidago multiradiata
SC,72012,58,short tongued bee,Solidago multiradiata
SC,72012,59,short tongued bee,Solidago multiradiata
SC,72012,60,short tongued bee,Solidago multiradiata
SC,72012,61,short tongued bee,Solidago multiradiata
SC,72012,62,short tongued bee,Solidago multiradiata
SC,72012,63,short tongued bee,Solidago multiradiata
SC,72012,64,short tongued bee,Solidago multiradiata
SC,72012,108,wasp,Solidago multiradiata
SC,72012,109,wasp,Solidago multiradiata
SC,72012,110,wasp,Solidago multiradiata
SC,72012,111,wasp,Solidago multiradiata
SC,72012,112,wasp,Solidago multiradiata
SC,72012,113,long tongued bee,Solidago multiradiata
SC,72012,301,wasp,Solidago multiradiata
SC,72012,302,wasp,Solidago multiradiata
SC,72012,303,wasp,Solidago multiradiata
SC,72012,304,wasp,Solidago multiradiata
SC,72012,305,wasp,Solidago multiradiata
SC,72012,306,wasp,Solidago multiradiata
SC,72012,307,wasp,Solidago multiradiata
SC,72012,308,wasp,Solidago multiradiata
SC,72012,309,long tongued bee,Solidago multiradiata
SC,72012,310,short tongued fly,Solidago multiradiata
SC,72012,311,long tongued bee,Solidago multiradiata
SC,72012,312,long tongued bee,Solidago multiradiata
SC,72012,313,long tongued bee,Solidago multiradiata
SC,72012,314,long tongued bee,Solidago multiradiata
SC,72012,315,short tongued fly,Solidago multiradiata
SC,72012,316,short tongued bee,Solidago multiradiata
SC,72012,326,butterfly,Solidago multiradiata
SC,72112,82,long tongued bee,Solidago multiradiata
SC,72112,83,long tongued bee,Solidago multiradiata
SC,72112,84,long tongued bee,Solidago multiradiata
SC,72112,85,long tongued bee,Solidago multiradiata
SC,72112,86,long tongued bee,Solidago multiradiata
SC,72112,87,long tongued bee,Solidago multiradiata
SC,72112,88,long tongued bee,Solidago multiradiata
SC,72112,89,long tongued bee,Solidago multiradiata
SC,72112,90,long tongued bee,Solidago multiradiata
SC,72112,91,long tongued bee,Solidago multiradiata
SC,72112,92,long tongued bee,Solidago multiradiata
SC,72112,93,long tongued bee,Solidago multiradiata
SC,72112,94,long tongued bee,Solidago multiradiata
SC,72112,95,long tongued bee,Solidago multiradiata
SC,72112,96,short tongued bee,Solidago multiradiata
SC,72112,97,short tongued bee,Solidago multiradiata
SC,72112,98,short tongued bee,Solidago multiradiata
SC,72112,99,short tongued bee,Solidago multiradiata
SC,72112,100,short tongued fly,Solidago multiradiata
SC,72112,101,wasp,Solidago multiradiata
SC,72112,102,wasp,Solidago multiradiata
SC,72112,103,wasp,Solidago multiradiata
SC,72112,104,wasp,Solidago multiradiata
SC,72112,105,wasp,Solidago multiradiata
SC,72112,106,wasp,Solidago multiradiata
SC,72112,107,short tongued fly,Solidago multiradiata
SC,72112,108,short tongued fly,Solidago multiradiata
SC,72112,109,short tongued fly,Solidago multiradiata
SC,72112,110,beetle,Solidago multiradiata
SC,72112,111,beetle,Solidago multiradiata
SC,72112,113,long tongued bee,Solidago multiradiata
SC,72312,15,long tongued bee,Solidago multiradiata
SC,72312,16,short tongued bee,Solidago multiradiata
SC,72312,17,short tongued bee,Solidago multiradiata
SC,72312,18,short tongued fly,Solidago multiradiata
SC,72312,19,wasp,Solidago multiradiata
SC,72312,20,short tongued bee,Solidago multiradiata
SC,72312,21,short tongued bee,Solidago multiradiata
SC,72312,22,short tongued bee,Solidago multiradiata
SC,72312,23,wasp,Solidago multiradiata
SC,72312,24,short tongued fly,Solidago multiradiata
SC,72312,25,short tongued fly,Solidago multiradiata
SC,72312,26,short tongued fly,Solidago multiradiata
SC,72312,27,wasp,Solidago multiradiata
SC,72312,28,wasp,Solidago multiradiata
SC,72312,29,short tongued bee,Solidago multiradiata
SC,72312,30,short tongued fly,Solidago multiradiata
SC,72312,31,short tongued bee,Solidago multiradiata
SC,72312,32,short tongued fly,Solidago multiradiata
SC,72312,33,short tongued fly,Solidago multiradiata
SC,72312,34,long tongued bee,Solidago multiradiata
SC,72312,144,wasp,Solidago multiradiata
SC,72312,145,wasp,Solidago multiradiata
SC,72312,146,wasp,Solidago multiradiata
SC,72312,147,wasp,Solidago multiradiata
SC,72312,148,short tongued bee,Solidago multiradiata
SC,72312,149,short tongued fly,Solidago multiradiata
SC,72312,150,short tongued bee,Solidago multiradiata
SC,72312,151,short tongued bee,Solidago multiradiata
SC,72312,152,short tongued bee,Solidago multiradiata
SC,72312,153,short tongued bee,Solidago multiradiata
SC,72312,154,long tongued bee,Solidago multiradiata
SC,72312,155,long tongued bee,Solidago multiradiata
SC,72312,156,short tongued bee,Solidago multiradiata
SC,72312,157,wasp,Solidago multiradiata
SC,72312,158,short tongued fly,Solidago multiradiata
SC,72312,159,wasp,Solidago multiradiata
SC,72312,160,short tongued bee,Solidago multiradiata
SC,72312,161,short tongued bee,Solidago multiradiata
SC,72312,162,short tongued bee,Solidago multiradiata
SC,72312,163,short tongued fly,Solidago multiradiata
SC,72312,164,short tongued bee,Solidago multiradiata
SC,72312,165,short tongued bee,Solidago multiradiata
SC,72312,166,wasp,Solidago multiradiata
SC,72312,167,wasp,Solidago multiradiata
SC,72312,168,wasp,Solidago multiradiata
SC,72312,169,short tongued bee,Solidago multiradiata
SC,72312,170,short tongued fly,Solidago multiradiata
SC,72312,171,short tongued bee,Solidago multiradiata
SC,72312,172,wasp,Solidago multiradiata
SC,72312,173,short tongued bee,Solidago multiradiata
SC,72312,174,short tongued bee,Solidago multiradiata
SC,72312,175,short tongued bee,Solidago multiradiata
SC,72312,176,short tongued bee,Solidago multiradiata
SC,72312,177,short tongued bee,Solidago multiradiata
SC,72312,178,short tongued bee,Solidago multiradiata
SC,72312,179,short tongued bee,Solidago multiradiata
SC,72312,180,short tongued bee,Solidago multiradiata
SC,72312,181,short tongued bee,Solidago multiradiata
SC,72312,182,short tongued bee,Solidago multiradiata
SC,72312,183,short tongued bee,Solidago multiradiata
SC,72312,184,short tongued bee,Solidago multiradiata
SC,72312,185,short tongued bee,Solidago multiradiata
SC,72312,186,short tongued bee,Solidago multiradiata
SC,72312,187,short tongued bee,Solidago multiradiata
SC,72312,188,ant,Solidago multiradiata
SC,72312,189,wasp,Solidago multiradiata
SC,72312,190,wasp,Solidago multiradiata
SC,72312,191,wasp,Solidago multiradiata
SC,72312,192,short tongued bee,Solidago multiradiata
SC,72312,193,wasp,Solidago multiradiata
SC,72312,194,short tongued bee,Solidago multiradiata
SC,72312,195,short tongued bee,Solidago multiradiata
SC,72312,196,short tongued bee,Solidago multiradiata
SC,72312,197,long tongued bee,Solidago multiradiata
SC,72312,198,short tongued bee,Solidago multiradiata
SC,72312,199,short tongued bee,Solidago multiradiata
SC,72312,200,short tongued bee,Solidago multiradiata
SC,72312,201,short tongued bee,Solidago multiradiata
SC,72312,202,short tongued bee,Solidago multiradiata
SC,72312,203,short tongued bee,Solidago multiradiata
SC,72312,204,short tongued bee,Solidago multiradiata
SC,72312,205,short tongued bee,Solidago multiradiata
SC,72312,206,short tongued bee,Solidago multiradiata
SC,72612,1,wasp,Solidago multiradiata
SC,72612,2,wasp,Solidago multiradiata
SC,72612,3,short tongued bee,Solidago multiradiata
SC,72612,4,short tongued bee,Solidago multiradiata
SC,72612,5,short tongued bee,Solidago multiradiata
SC,72612,6,short tongued fly,Solidago multiradiata
SC,72612,7,short tongued bee,Solidago multiradiata
SC,72612,8,short tongued fly,Solidago multiradiata
SC,72612,9,long tongued bee,Solidago multiradiata
SC,72612,10,short tongued bee,Solidago multiradiata
SC,72612,11,short tongued fly,Solidago multiradiata
SC,72612,12,wasp,Solidago multiradiata
SC,72612,13,short tongued bee,Solidago multiradiata
SC,72612,14,wasp,Solidago multiradiata
SC,72612,15,short tongued bee,Solidago multiradiata
SC,72612,16,short tongued fly,Solidago multiradiata
SC,72612,17,short tongued bee,Solidago multiradiata
SC,72612,18,short tongued fly,Solidago multiradiata
SC,72612,19,short tongued fly,Solidago multiradiata
SC,72612,20,short tongued fly,Solidago multiradiata
SC,72612,21,short tongued bee,Solidago multiradiata
SC,72612,116,wasp,Solidago multiradiata
SC,72612,117,wasp,Solidago multiradiata
SC,72612,118,wasp,Solidago multiradiata
SC,72612,119,wasp,Solidago multiradiata
SC,72612,120,wasp,Solidago multiradiata
SC,72612,121,wasp,Solidago multiradiata
SC,72612,122,wasp,Solidago multiradiata
SC,72612,123,wasp,Solidago multiradiata
SC,72612,124,wasp,Solidago multiradiata
SC,72612,125,short tongued bee,Solidago multiradiata
SC,72612,126,short tongued bee,Solidago multiradiata
SC,72612,127,short tongued bee,Solidago multiradiata
SC,72612,128,short tongued bee,Solidago multiradiata
SC,72612,129,short tongued bee,Solidago multiradiata
SC,72612,130,short tongued fly,Solidago multiradiata
SC,72612,132,wasp,Solidago multiradiata
SC,72612,133,short tongued bee,Solidago multiradiata
SC,72612,134,short tongued bee,Solidago multiradiata
