site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
SC,7/23/12,53,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,54,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,55,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,56,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,57,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,58,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,59,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,60,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,61,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,62,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,LCP,7/24/12,
SC,7/23/12,63,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,64,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,65,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,66,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,67,flu,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,68,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,69,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,70,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,71,fly,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,72,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,73,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,74,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,75,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,76,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,77,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,78,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,79,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,80,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,81,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,82,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,83,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,84,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,85,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,86,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,87,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,88,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,89,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,90,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,91,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,92,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,93,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,94,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,95,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,96,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,97,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,98,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,99,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,100,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,101,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,102,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,103,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,104,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,105,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,106,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,107,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,108,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,109,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,110,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,111,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,112,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,113,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,114,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,115,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,116,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,117,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,118,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,119,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,120,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,121,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,122,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,123,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,124,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,125,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,126,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,127,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,128,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,129,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,130,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,131,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,132,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,133,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,134,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,135,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,136,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,137,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,138,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,139,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,140,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,141,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,142,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,143,fly,,,Mountain spray,Holodiscus dumosus,3,1,LCP,,,
SC,7/23/12,144,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,145,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,146,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,147,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,148,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,149,fly,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,150,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,151,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,152,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,153,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,154,Bumble Bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,155,bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,156,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,157,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,158,fly,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,159,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,160,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,161,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,162,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,163,fly,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,164,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,165,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,166,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,167,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,168,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,169,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,170,fly,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,171,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,172,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,173,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,174,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,175,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,176,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,177,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,178,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,179,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,180,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,181,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,182,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,183,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,184,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,185,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,186,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,187,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,188,ant,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,189,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,190,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,191,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,192,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,193,wasp,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,194,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,195,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,196,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,197,bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,198,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,199,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,200,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,201,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,202,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,203,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,204,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,205,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,206,small dark bee,,,Goldenrod,Solidago multiradiata,3,1,LCP,,,
SC,7/23/12,207,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,208,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,209,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,210,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,211,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,212,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,213,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,214,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,215,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,216,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,217,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,218,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,219,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,220,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,221,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,222,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,223,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,224,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,225,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,226,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,227,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,228,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,229,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,230,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,231,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,232,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,233,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,LCP,7/24/12,alba
SC,7/23/12,234,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,LCP,7/24/12,
SC,7/23/12,235,ant,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,236,ant,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,237,bee,,,pea,Oxytropis lambertii,3,1,LCP,,,
SC,7/23/12,238,wasp,,,pink,Eremogone fendleri,3,1,LCP,,,
SC,7/23/12,239,fly,,,pink,Eremogone fendleri,3,1,LCP,,,
SC,7/23/12,240,small dark bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,241,sweat bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,242,Bumble Bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,243,sweat bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,244,fly,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,245,sweat bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,246,wasp,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,247,bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,248,Bumble Bee,,,short senicio,Hymenoxys richardsonii,3,1,LCP,,,
SC,7/23/12,249,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,250,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,251,small dark bee,,,Flax,Linum lewisii,3,1,LCP,,,
SC,7/23/12,252,small dark bee,,,Flax,Linum lewisii,3,1,LCP,,,
SC,7/23/12,253,small dark bee,,,Flax,Linum lewisii,3,1,LCP,,,
SC,7/23/12,254,fly,,,Flax,Linum lewisii,3,1,LCP,,,
SC,7/23/12,255,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,256,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,257,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,258,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,259,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,260,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,261,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,262,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,263,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,264,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,265,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,266,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,267,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,268,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,269,Wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,270,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,271,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,272,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,273,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,274,small dark bee,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,275,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,276,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,277,wasp,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,278,fly,,,Carrot,Cymopterus lemmonii,3,1,LCP,,,
SC,7/23/12,279,Bumble Bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,280,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,281,fly,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,282,small dark bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,283,Bumble Bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,284,fly,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,285,small dark bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,286,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,287,Bumble Bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,288,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,289,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,290,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,291,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,292,ant,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,293,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,294,small dark bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,295,small dark bee,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,296,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,297,wasp,,,Potentilla hippiana,Potentilla hippiana,3,1,LCP,,,
SC,7/23/12,298,Blue,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,
SC,7/23/12,299,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,LCP,,,
SC,7/23/12,300,sweat bee,,,short senicio,Hymenoxys richardsonii,3,1,HLS,,,
SC,7/26/12,1,wasp,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,2,wasp,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,3,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,4,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,5,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,6,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,7,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,8,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,9,bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,10,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,11,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,12,wasp,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,13,sweat bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,14,wasp,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,15,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,16,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,17,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,18,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,19,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,20,fly,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,21,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,HLS,,,
SC,7/26/12,22,wasp,,,Carrot,Cymopterus lemmonii,4,1,HLS,,,
SC,7/26/12,23,wasp,,,Carrot,Cymopterus lemmonii,4,1,HLS,,,
SC,7/26/12,24,wasp,,,Carrot,Cymopterus lemmonii,4,1,HLS,,,
SC,7/26/12,25,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,26,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,27,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,28,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,29,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,30,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,31,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,32,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,33,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,34,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,35,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,36,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,37,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,38,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,39,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,40,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,41,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,42,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,43,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,7/26/12,44,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
