"Site","Year","SampleRound","GenusSpecies","Abundance","SpParasitismRate"
"SM",2018,2,"Asemosyrphus polygrammus",1,NA
"SM",2018,2,"Chrysotoxum sp. a",1,NA
"SM",2018,2,"Colletes bryanti",1,NA
"SM",2018,2,"Didea fuscipes",1,NA
"SM",2018,2,"Eristalis stipator",1,NA
"SM",2018,2,"Lapposyrphus lapponicus",1,NA
"SM",2018,2,"Lasioglossum M2",2,NA
"SM",2018,2,"Lasioglossum ruidosense cf.",4,NA
"SM",2018,2,"Megachile comata",2,1
"SM",2018,2,"Melissodes confusus",5,NA
"SM",2018,2,"Melissodes tristis",1,NA
"SM",2018,2,"Paragus haemorrhous",2,NA
"SM",2018,2,"Paragus sp. a",1,NA
"SM",2018,2,"Sphecodes sp. b",4,NA
"SM",2018,2,"Syrphus sonorensis",1,NA
"SM",2018,2,"Triepeolus sp. a",1,NA
"SM",2021,1,"Agapostemon angelicus",19,NA
"SM",2021,1,"Anthophora urbana",1,NA
"SM",2021,1,"Asemosyrphus polygrammus",8,NA
"SM",2021,1,"Bombus centralis",41,1
"SM",2021,1,"Bombus huntii",4,1
"SM",2021,1,"Copestylum avidum",2,NA
"SM",2021,1,"Copestylum marginatum group",1,NA
"SM",2021,1,"Didea fuscipes",1,NA
"SM",2021,1,"Dufourea maura",2,NA
"SM",2021,1,"Eristalis stipator",26,NA
"SM",2021,1,"Eupeodes volucris",2,NA
"SM",2021,1,"Hylaeus annulatus",2,NA
"SM",2021,1,"Lapposyrphus aberrantis",1,NA
"SM",2021,1,"Lapposyrphus lapponicus",14,NA
"SM",2021,1,"Lasioglossum potosi(?)",1,NA
"SM",2021,1,"Lasioglossum ruidosense",1,NA
"SM",2021,1,"Lasioglossum ruidosense cf.",1,NA
"SM",2021,1,"Lasioglossum semicaeruleum",4,NA
"SM",2021,1,"Lasioglossum sisymbrii",11,NA
"SM",2021,1,"Megachile frigida",1,NA
"SM",2021,1,"Megachile melanophaea rohweri",3,NA
"SM",2021,1,"Melissodes confusus",3,NA
"SM",2021,1,"Osmia subaustralis",2,NA
"SM",2021,1,"Platycheirus sp. a",2,NA
"SM",2021,1,"Sphaerophoria spp",1,NA
"SM",2021,1,"Triepeolus sp. a",1,NA
"SM",2021,2,"Anthidium manicatum",1,NA
"SM",2021,2,"Anthophora montana",1,0
"SM",2021,2,"Apis mellifera",13,0.3
"SM",2021,2,"Asemosyrphus polygrammus",6,NA
"SM",2021,2,"Bombus centralis",9,0.5
"SM",2021,2,"Colletes compactus",1,NA
"SM",2021,2,"Dasysyrphus sp. a",2,NA
"SM",2021,2,"Dufourea maura",2,0
"SM",2021,2,"Eristalis stipator",2,NA
"SM",2021,2,"Eristalis tenax",2,NA
"SM",2021,2,"Eupeodes spp.",1,NA
"SM",2021,2,"Eupeodes volucris",1,NA
"SM",2021,2,"Melissodes montanus",1,NA
"SM",2021,2,"Syrphus sp. a",3,NA
"SM",2021,2,"Toxomerus marginatus",1,NA
"SM",2022,1,"Anthidium mormonum",1,NA
"SM",2022,1,"Bombus centralis",163,NA
"SM",2022,1,"Bombus huntii",77,NA
"SM",2022,1,"Dasysyrphus sp. a",1,NA
"SM",2022,1,"Didea fuscipes",4,NA
"SM",2022,1,"Dufourea maura",4,NA
"SM",2022,1,"Eristalis spp.",1,NA
"SM",2022,1,"Eristalis stipator",1,NA
"SM",2022,1,"Eristalis tenax",3,NA
"SM",2022,1,"Lapposyrphus lapponicus",1,NA
"SM",2022,1,"Lasioglossum ruidosense cf.",2,NA
"SM",2022,1,"Melissodes confusus",11,NA
"SM",2022,1,"Platycheirus sp. a",1,NA
"SM",2022,1,"Syrphus sp. a",24,NA
"SS",2017,1,"Agapostemon angelicus",3,NA
"SS",2017,1,"Anthophora montana",1,NA
"SS",2017,1,"Anthophora terminalis",1,NA
"SS",2017,1,"Apis mellifera",2,NA
"SS",2017,1,"Asemosyrphus polygrammus",2,NA
"SS",2017,1,"Bombus huntii",8,NA
"SS",2017,1,"Colletes wootoni",1,NA
"SS",2017,1,"Copestylum satur",2,NA
"SS",2017,1,"Copestylum violaceum",11,NA
"SS",2017,1,"Eristalis stipator",9,NA
"SS",2017,1,"Eupeodes volucris",2,NA
"SS",2017,1,"Halictus ligatus",2,NA
"SS",2017,1,"Heriades cressoni",1,NA
"SS",2017,1,"Lapposyrphus lapponicus",1,NA
"SS",2017,1,"Lasioglossum M2",1,NA
"SS",2017,1,"Lasioglossum desertum",1,NA
"SS",2017,1,"Lasioglossum ruidosense",1,NA
"SS",2017,1,"Lasioglossum ruidosense cf.",2,NA
"SS",2017,1,"Lasioglossum semicaeruleum",3,NA
"SS",2017,1,"Lasioglossum sisymbrii",1,NA
"SS",2017,1,"Megachile melanophaea rohweri",1,NA
"SS",2017,1,"Megachile relativa",1,NA
"SS",2017,1,"Sphecodes sp. b",2,NA
"SS",2017,1,"Syrphus opinator",2,NA
"UK",2017,1,"Agapostemon angelicus",1,NA
"UK",2017,1,"Bombus huntii",39,NA
"UK",2017,1,"Melissodes confusus",8,NA
"VC",2017,1,"Agapostemon angelicus",3,NA
"VC",2017,1,"Anthophora montana",4,NA
"VC",2017,1,"Anthophora urbana",3,NA
"VC",2017,1,"Bombus bifarius",4,NA
"VC",2017,1,"Bombus huntii",3,NA
"VC",2017,1,"Copestylum avidum",1,NA
"VC",2017,1,"Dianthidium sp. a",1,NA
"VC",2017,1,"Dufourea maura",3,NA
"VC",2017,1,"Eupeodes snowi",1,NA
"VC",2017,1,"Hylaeus annulatus",1,NA
"VC",2017,1,"Hylaeus wootoni",1,NA
"VC",2017,1,"Lasioglossum comulum aff.",1,NA
"VC",2017,1,"Lasioglossum obnubilum",2,NA
"VC",2017,1,"Lasioglossum pacatum",1,NA
"VC",2017,1,"Lasioglossum pacatum/viridatulum",1,NA
"VC",2017,1,"Lasioglossum semicaeruleum",3,NA
"VC",2017,1,"Lasioglossum sisymbrii",3,NA
"VC",2017,1,"Lasioglossum viridatum species group",2,NA
"VC",2017,1,"Megachile subexilis",1,NA
"VC",2017,1,"Melissodes confusus",2,NA
"VC",2017,1,"Melissodes gilensis",1,NA
"VC",2017,1,"Sphecodes sp. a",1,NA
